id,titulo,categoria,perfil,scoreMeni,aprobadoMeni,publicado,archived,palabras,fecha,scoreFromCalidad,resumenIncoherente,provenance
n64la9Hnrkp0sENv0z5U,"Dos pérdidas reabren llamado a cuidar la salud emocional",Sucesos,REPORTAJE,94,true,1,0,545,2026-07-02T02:54:34.555Z,0,0,0
n2Buq4aBhvnrXUcTlwuD,"Capturan a pinolero por llevarse a niña de 13 años",Internacionales,REPORTAJE,88,false,0,1,360,2026-07-01T23:44:18.535Z,0,0,0
EDvI8A7DAwrDFuBf3f18,"Capturan a dos por crimen de doctora nicaragüense en Guatemala",Internacionales,REPORTAJE,100,true,1,0,427,2026-07-01T22:51:10.256Z,0,0,0
3A0WKJhlDKATpXuyEIPq,"Noruega vuelve a octavos del Mundial tras 28 años de ausencia",Deportes,REPORTAJE,100,true,1,0,398,2026-06-30T21:55:27.023Z,0,0,0
GHbdyeiCzH7Jk0i5RVPA,"Polémica en el Mundial no frena reconocimiento a Tatiana Guzmán",Deportes,REPORTAJE,74,false,0,1,385,2026-06-30T21:21:11.059Z,0,0,0
CypRypZIGLckqywkZq8X,"Nicaragüense sigue desaparecida tras terremotos en Venezuela",Internacionales,REPORTAJE,74,false,0,1,435,2026-06-30T20:36:54.734Z,0,0,0
EK8pDgblNpScPCoGCgab,"Bebé de un año sufre quemaduras en Diriá, Granada",Sucesos,REPORTAJE,98,true,1,0,520,2026-06-30T17:20:57.818Z,0,0,0
ZvMD6TcBmXDFWHQxEykD,"Copa 2026: Alemania y Países Bajos fuera; Brasil y Canadá avanzan",Deportes,REPORTAJE,98,true,1,0,402,2026-06-30T05:32:12.986Z,0,0,0
8dMcsIcw7T7tuT8NLGEP,"Bus accidentado en Boaco deja 42 lesionados bajo atención médica",Sucesos,REPORTAJE,100,true,1,0,427,2026-06-30T04:10:59.124Z,0,0,0
8DPnNJNClx3kn4oJi2me,"Identifican a lesionados en choque frente al Hospital del Niño",Sucesos,REPORTAJE,100,true,1,0,510,2026-06-30T02:37:48.299Z,0,0,0
odPH8kyPelb1S1TjnuPX,"Costanera agiliza transporte y abre playas antes aisladas",Nacionales,REPORTAJE,94,true,1,0,625,2026-06-29T23:08:33.965Z,0,0,0
3qYRcThYdkrzWJRDSfhy,"Fallece la actriz venezolana Gabriela Fleritt tras sismo",Espectáculos,REPORTAJE,94,true,1,0,361,2026-06-29T21:43:03.251Z,0,0,0
EyR39NNAk2XXXTSjhA9g,"8 motociclistas fallecen en accidentes este fin de semana",Sucesos,REPORTAJE,100,true,1,0,428,2026-06-29T20:44:04.961Z,0,0,0
H25VVBdDntQpmy13uxdP,"Incendio destruye vivienda en Monseñor Lezcano y deja un herido",Sucesos,REPORTAJE,70,false,0,1,379,2026-06-28T20:33:43.042Z,0,0,0
2LRMqTFV3a6XPkdfoEjh,"Dos hombres pierden la vida en incidentes nocturnos en el norte",Sucesos,REPORTAJE,100,true,1,0,507,2026-06-28T19:59:26.206Z,0,0,0
qkurWkzG1J2bG01EVVru,"Camioneta impacta dos motos en Managua y deja tres lesionados",Sucesos,REPORTAJE,100,true,1,0,475,2026-06-28T17:30:38.622Z,0,0,0
cIBrfo4r0oesTQCSH85x,"Parque de la Familia en Estelí reabre tras millonaria inversión",Nacionales,REPORTAJE,98,true,1,0,494,2026-06-28T16:39:05.552Z,0,0,0
QiOIqxhjT67BS2D4saW5,"Mundial 2026: sorpresas, favoritos y cómo se vive en Nicaragua",Deportes,REPORTAJE,100,true,1,0,460,2026-06-28T16:08:11.511Z,0,0,0
3Zg8Q6OaaXEut0fA81CH,"Cuatro víctimas deja accidentalidad vial entre sábado y domingo",Sucesos,INVESTIGACION,100,true,1,0,674,2026-06-28T15:10:29.223Z,0,0,0
8mQmm7YZXwUAnICl6tnv,"Robo de caja fuerte con $14,000 en Quilalí termina con un…",Sucesos,REPORTAJE,100,true,1,0,427,2026-06-28T05:27:31.574Z,0,0,0
hqg5C3kyCql4FZl3OWfB,"Rosita, Nicaragua: lagunas, cultura Mayangna y turismo de…",Nacionales,REPORTAJE,100,true,1,0,881,2026-06-28T02:31:52.352Z,0,0,0
ic2YGP8NQAc6r3VMvy9K,"Venezuela: 920 víctimas y miles sin rastro tras sismos",Internacionales,REPORTAJE,88,false,0,1,463,2026-06-28T01:06:12.635Z,0,0,0
8NaG866DTKEaUCHkivrd,"Tres afectados en hechos viales este viernes en Managua y Granada",Sucesos,REPORTAJE,90,true,1,0,418,2026-06-26T22:59:08.424Z,0,0,0
wjXUjGNw3hVreNQPoByu,"Sismos en Venezuela: cifra de afectados sube a 589",Internacionales,REPORTAJE,96,true,1,0,368,2026-06-26T16:42:06.640Z,0,0,0
yUMAJwJQ1yMJTSb2cdkP,"México, Brasil y Argentina avanzan en el Mundial 2026",Deportes,REPORTAJE,86,false,0,1,546,2026-06-25T23:19:29.304Z,0,0,0
yys8SiF01IpoXTkoaqXo,"Esteliana resulta afectado afectada en playa de San Sebastián,…",Internacionales,REPORTAJE,98,true,1,0,476,2026-06-25T22:37:41.129Z,0,0,0
zvtl853c7EgGqBCOkbZN,"Tramos 2 y 3 de Pista Héroes avanzan 60% en drenaje",Nacionales,REPORTAJE,92,true,1,0,546,2026-06-25T21:55:05.519Z,0,0,0
a43EAAR543PNuVXni2v3,"Bertha Calderón estrena equipos de diagnóstico avanzado",Nacionales,REPORTAJE,92,true,1,0,493,2026-06-25T20:39:17.348Z,0,0,0
Q19zidw5UoSjUlR1r9JP,"Nicaragua abastece el 47% de lácteos que consume El Salvador",Nacionales,REPORTAJE,88,false,0,1,484,2026-06-25T20:06:48.141Z,0,0,0
e0QJyxs1azyZahzs8VuN,"Venezuela: 164 afectados y 30 mil desaparecidos tras sismos",Internacionales,REPORTAJE,88,false,0,1,448,2026-06-25T18:10:53.905Z,0,0,0
rpCDcQ8KMAzB8nzZfNfM,"Dos sismos en 39 segundos sacuden Venezuela y Caracas",Internacionales,REPORTAJE,96,true,1,0,494,2026-06-25T02:15:09.338Z,0,0,0
ZK1mbMdVBgdisJq1mn9u,"IA médica en 2026: diagnósticos más certeros que médicos",Tecnología,REPORTAJE,94,true,1,0,481,2026-06-24T20:57:05.156Z,0,0,0
IFFjvOi1HTG0oeiIuIBo,"Costa Rica detiene a palestino con vínculos a Hamás",Internacionales,REPORTAJE,88,false,0,1,455,2026-06-24T19:23:08.352Z,0,0,0
yVuoBkFOUU3OTJTMgv5l,"Puente Wawa Boom: 255 metros que unieron el Caribe Norte",Nacionales,REPORTAJE,96,true,1,0,508,2026-06-24T19:02:46.989Z,0,0,0
5ygMPBWB8ukF4W5m7uoG,"Investigaciones por afectación en barrio Old Bank Bluefields",Sucesos,INVESTIGACION,100,true,1,0,2039,2026-06-24T18:18:09.444Z,0,0,0
NA6PqCReq06PdIMSICEe,"Colapsa vivienda ancestral en Monimbó, Masaya: familia de 7 ilesa",Sucesos,REPORTAJE,86,false,0,1,2196,2026-06-24T15:37:37.892Z,0,0,0
Neue7Ft2XeQybdX7xKTk,"El ritual que parte la piel y mueve a miles en Masaya",Nacionales,REPORTAJE,98,true,1,0,639,2026-06-24T14:51:52.633Z,0,0,0
P4KRYKddOPHB2Nu0uya5,"Familia afectada tras volcamiento de camión en Matagalpa",Sucesos,REPORTAJE,100,true,1,0,572,2026-06-24T00:59:00.892Z,0,0,0
tnX05ykqVT6WiYVflSii,"Beisbol infantil: Nicaragua viaja a Puerto Rico y Ecuador",Deportes,REPORTAJE,74,false,0,1,629,2026-06-23T21:10:12.226Z,0,0,0
JOfOW7uTxkgDSIezo7Wn,"Capturan acusado de agredir a un hombre en Rivas",Sucesos,INVESTIGACION,84,false,0,1,626,2026-06-23T16:36:45.210Z,0,0,0
GDIEammzYioBq5JrRsLd,"Tatiana Guzmán hace historia en Mundial FIFA 2026 con VAR",Deportes,REPORTAJE,96,true,1,0,573,2026-06-23T15:11:54.395Z,0,0,0
eigKQMFdjSfB8N7Fypgk,"Mbappé, a un gol de igualar el récord mundialista de Messi",Deportes,REPORTAJE,94,true,1,0,370,2026-06-23T03:26:29.881Z,0,0,0
tlIXmTYnv4hIajXOQiup,"Nicaragüense resulta afectado en ataque en Canóvanas, Puerto Rico",Internacionales,REPORTAJE,82,false,0,1,470,2026-06-22T21:08:48.307Z,0,0,0
yv0VPARoIc5axq0rWC3f,"Ambulancia MINSA, arrastrada por río en Ayapal, Jinotega",Sucesos,REPORTAJE,98,true,1,0,673,2026-06-22T20:11:17.293Z,0,0,0
PAMrJttL66Oxg1eavIXS,"Lionel Messi establece récord de 18 goles en Copas del Mundo",Deportes,REPORTAJE,98,true,1,0,472,2026-06-22T19:28:05.471Z,0,0,0
ye0lMTaRlB1eXJibvfoO,"Vías bloqueadas en Siuna y Mulukukú ante Onda Tropical 10",Nacionales,REPORTAJE,90,true,1,0,505,2026-06-22T18:12:29.764Z,0,0,0
w5XzTjYCWTJRDX9NIPng,"Dos personas fallecen en accidentes en Matagalpa y Wiwilí",Sucesos,REPORTAJE,100,true,1,0,2139,2026-06-22T15:59:01.082Z,0,0,0
NbYNNfBGD7X4LVVMjzYo,"Vientos intensos prolongan corte de energía en Corn Island",Nacionales,REPORTAJE,92,true,1,0,1145,2026-06-21T23:02:26.522Z,0,0,0
Ilzcy77tyF8oFNPytokN,"Campeonato de 1/4 de Milla: Adrenalina y técnica en Managua",Deportes,REPORTAJE,74,false,0,1,412,2026-06-21T20:42:51.036Z,0,0,0
JcB6a4mamtg6yjtcXp9c,"Nicaragüense resulta afectado tras incidente armado en Guanacaste",Internacionales,REPORTAJE,90,true,1,0,486,2026-06-21T14:53:09.435Z,0,0,0
K7IuhDsETCHWq8BaltgK,"Agenda cultural: Eventos en Managua del 20 al 30 de junio",Espectáculos,INVESTIGACION,96,true,1,0,778,2026-06-21T02:30:38.051Z,0,0,0
eHwPppvuoey1DpRCh7cc,"México, EE. UU. y Países Bajos clasifican al Mundial 2026",Deportes,INVESTIGACION,96,true,1,0,692,2026-06-21T01:27:58.782Z,0,0,0
SD09P4KU8vq4Mq1Vidzz,"Capturan a sujeto por robo de US$30 mil en Jalapa",Sucesos,INVESTIGACION,78,false,0,1,744,2026-06-20T23:43:35.233Z,0,0,0
sgysqhqcvwAMBJZSxNVL,"Dos trabajadores fallecen tras descargas eléctricas en Nicaragua",Sucesos,REPORTAJE,94,true,1,0,410,2026-06-20T03:58:26.539Z,0,0,0
fBzmMNWyqUTrffFr49g6,"Accidentes dejan varios afectados en Managua, León y Bilwi",Sucesos,REPORTAJE,100,true,1,0,496,2026-06-19T20:57:01.124Z,0,0,0
xaEUqIpn5aFqjar7b4nv,"Mundial 2026 rompe récord de expulsiones en fase inicial",Deportes,REPORTAJE,90,true,1,0,822,2026-06-19T20:36:45.239Z,0,0,0
KqbSciGsztV7VDFB7XFC,"Stanling Orozco conserva triple corona del Pomares 2026",Deportes,REPORTAJE,98,true,1,0,1005,2026-06-19T16:09:53.784Z,0,0,0
u61mgNNEpC2vKvMa1fqZ,"Nicaragua reduce mortalidad materna e infantil en 2025",Nacionales,REPORTAJE,98,true,1,0,1125,2026-06-18T23:47:17.644Z,0,0,0
5JyYmiQUFmH29eqxGFuC,"NASA registra bola de fuego que cruzó seis estados de EE.UU",Internacionales,INVESTIGACION,92,true,1,0,944,2026-06-18T23:00:50.770Z,0,0,0
FsMXE1Jn8Qw9HNNYGgqF,"IA agéntica lidera cambios tecnológicos globales en 2026",Tecnología,INVESTIGACION,98,true,1,0,1025,2026-06-18T22:00:45.222Z,0,0,0
AWqrtVA03l9qMReNApx6,"Nicaragua impulsa talento digital, IA y expansión del 5G",Tecnología,REPORTAJE,92,true,1,0,562,2026-06-18T20:44:01.145Z,0,0,0
gYezxCEUx17WQHH3SCqI,"Producción de leche alcanza 146.4 millones en Nicaragua",Nacionales,REPORTAJE,94,true,1,0,457,2026-06-18T19:05:04.880Z,0,0,0
uJ076MyMZhQIJYTa1qOW,"Nicaragüense José Salgado resulta afectado en asalto en Austin",Internacionales,REPORTAJE,76,false,0,1,402,2026-06-18T18:46:45.728Z,0,0,0
yuResjlVGzNzgH5L6SOn,"Nicaragua suma 165 MW de energía renovable y baterías eléctricas",Nacionales,REPORTAJE,92,true,1,0,469,2026-06-18T16:32:25.953Z,0,0,0
EFBlqTZDTyDbFC4PRZ0c,"Tres ataques de pitbull en Nicaragua dejan tres afectados",Sucesos,REPORTAJE,100,true,1,0,2313,2026-06-18T04:24:44.038Z,0,0,0
h6jcqzPLhz8UrpaGP7xq,"Mundial 2026: Cabo Verde sorprende España y empata Portugal",Deportes,REPORTAJE,94,true,1,0,460,2026-06-18T02:45:04.286Z,0,0,0
QqQzUkztp81QAcSfXvS8,"Panamá retorna a 24 nicaragüenses; 8 fueron expulsados",Internacionales,REPORTAJE,92,true,1,0,644,2026-06-18T01:56:14.666Z,0,0,0
BthZmiHrAOsU61f6cowu,"Mar de fondo anega viviendas y negocios en La Boquita",Nacionales,REPORTAJE,94,true,1,0,597,2026-06-17T23:58:04.564Z,0,0,0
o6W17EHiyx17VgcpbB5N,"Doctora nicaragüense resulta afectado en ataque armado en…",Internacionales,INVESTIGACION,94,true,1,0,776,2026-06-17T23:37:48.085Z,0,0,0
t6oFNMA4EGC4hOS3IqvE,"Güegüense y Agüizotes preservan tradición de Nicaragua",Nacionales,REPORTAJE,98,true,1,0,641,2026-06-17T17:20:43.359Z,0,0,0
JvTqSDHGA4EEZnlE6BPi,"Messi iguala récord histórico de 16 goles en Mundiales",Deportes,REPORTAJE,100,true,1,0,731,2026-06-17T04:47:48.918Z,0,0,0
spoz8oqZQ8Wer7c1GSXp,"Estudiante de 13 años resulta afectado tras golpe en escuela de…",Sucesos,INVESTIGACION,94,true,1,0,753,2026-06-17T03:41:08.494Z,0,0,0
C4AHevj8Y9WKSw6UlMqA,"Evento de IA buscan revolucionar innovación en Nicaragua y…",Tecnología,REPORTAJE,94,true,1,0,632,2026-06-16T20:31:44.328Z,0,0,0
e2xuC463KZm7pAubu9Rl,"Nicaragua conquista el IHF Trophy de Balonmano en C.A",Deportes,REPORTAJE,88,false,0,1,602,2026-06-16T19:34:15.509Z,0,0,0
CMo0EIdKF9E5CYTJj8H9,"Economía de Nicaragua: crece 6% en remesas",Nacionales,REPORTAJE,84,false,0,1,582,2026-06-16T00:13:10.144Z,0,0,0
Yf7Njww3czR9w7xMsrUo,"Resumen Mundial 2026: Resultados en Atlanta y victoria alemana",Deportes,REPORTAJE,98,true,1,0,596,2026-06-15T22:45:36.719Z,0,0,0
7h9NNZjCshVbyytxVXBP,"Pronóstico semanal: Temperaturas y lluvias en Nicaragua",Nacionales,REPORTAJE,92,true,1,0,617,2026-06-15T21:32:26.648Z,0,0,0
HxsDqbeHSSO2MRyl1Cpu,"Accidente grave en Masaya en Villa Bosco — Nicaragua Informate",Sucesos,INVESTIGACION,100,true,1,0,728,2026-06-15T11:21:00.000Z,0,0,0
aII0C6kduAshiZAk16Wc,"Amanda Miguel ofrece concierto internacional en Managua",Espectáculos,INVESTIGACION,98,true,1,0,610,2026-06-14T00:51:00.000Z,0,0,0
phUuAtrQ4H3qV4heuZlH,"Dos afectados en accidentes de motocicleta en Nicaragua",Sucesos,REPORTAJE,100,true,1,0,880,2026-06-13T23:29:00.000Z,0,0,0
JtTY1tfzHmkOVNJjCZJX,"Comerciante resulta afectado tras altercado en terminal de Rosita",Sucesos,INVESTIGACION,100,true,1,0,831,2026-06-13T23:08:00.000Z,0,0,0
28a2yKj9NN9k4au0xJ6q,"Nicaraguense resulta afectado en accidente laboral en Wisconsin",Internacionales,INVESTIGACION,96,true,1,0,721,2026-06-13T23:00:00.000Z,0,0,0
vDDkaxmQZVTtxhFi2Cy9,"Juzgado de Masaya dicta prision preventiva por caso penal",Sucesos,REPORTAJE,98,true,1,0,772,2026-06-13T22:39:00.000Z,0,0,0
AoP9lWscit6xRvpPwJ6N,"De Arjona a Aventura: conciertos anunciados para Nicaragua",Nacionales,REPORTAJE,92,true,1,0,699,2026-06-10T17:01:00.000Z,0,0,0
YL1gXYMW4zHEo42cJzbY,"Nicaragüenses acumulan C$291 mil millones en depósitos",Nacionales,REPORTAJE,94,true,1,0,551,2026-06-09T23:50:34.119Z,0,0,0
M5Ivl0fqvyOivSZMuNLY,"Nicaragua tendrá dos árbitros en el Mundial 2026",Deportes,REPORTAJE,94,true,1,0,610,2026-06-09T22:12:48.694Z,0,0,0
VW3uBFbDCb6RR3KCiJ18,"España, Francia y Argentina son favoritas al Mundial 2026",Deportes,INVESTIGACION,74,false,0,1,743,2026-06-09T21:37:51.166Z,0,0,0
PNJr8KWo2Gy1TCjuF9jq,"Oleaje daña embarcaciones y afecta turismo en Rivas",Nacionales,REPORTAJE,94,true,1,0,590,2026-06-09T21:14:16.345Z,0,0,0
M9vj4XiOdmMrLwreHlff,"Depresión tropical Three-E se forma frente a Nicaragua",Nacionales,REPORTAJE,100,true,1,0,673,2026-06-08T17:49:25.927Z,0,0,0
NTa3Gb797l9FINZ2E7RU,"Fin de semana deja ocho afectados en accidentes viales",Sucesos,INVESTIGACION,100,true,1,0,737,2026-06-08T16:50:22.159Z,0,0,0
R2zQFsmjsu0NvFRU7tDa,"Tres Leches nicaragüense gana reconocimiento internacional",Nacionales,REPORTAJE,98,true,1,0,630,2026-06-07T03:18:43.519Z,0,0,0
kR3waCnxVDfMfVCV8sAH,"Nicaragua gana oro en relevos mixtos 4x100 en Managua",Deportes,REPORTAJE,88,false,0,1,618,2026-06-07T02:22:07.535Z,0,0,0
9c0bOgvhw4oxPOgy3gvl,"Madrid gestiona logística masiva durante encuentro religioso",Internacionales,INVESTIGACION,90,true,1,0,659,2026-06-07T01:37:25.842Z,0,0,0
y8gWejnBZDoLhgYaRWlP,"Perros robóticos reforzarán seguridad en centro FIFA",Tecnología,REPORTAJE,92,true,1,0,633,2026-06-06T16:20:01.924Z,0,0,0
VAQWaSecbeFlCuK8KCgG,"Bus de Jalapa colisiona con cisterna en Tipitapa",Sucesos,INVESTIGACION,100,true,1,0,725,2026-06-06T16:00:06.438Z,0,0,0
TwKzSdGWnzIYeAW801nD,"Juez deja libre a nicaragüense investigada por muerte de su…",Internacionales,INVESTIGACION,92,true,1,0,623,2026-06-06T03:43:13.118Z,0,0,0
81UQk1YkWPpF7BzIdaDo,"Dos nicaragüenses resultan afectados en accidentes ocurridos en…",Internacionales,REPORTAJE,92,true,1,0,641,2026-06-04T05:38:30.502Z,0,0,0
9xCHaZO7JEwhyRpdHHJY,"Dos hombres resultan afectados por descargas eléctricas en…",Sucesos,INVESTIGACION,100,true,1,0,734,2026-06-02T03:50:19.898Z,0,0,0
RCjqgw3ea2K6cZHXmbRV,"Tres personas resultan afectados en accidentes de motocicleta…",Sucesos,INVESTIGACION,100,true,1,0,796,2026-05-31T17:21:48.303Z,0,0,0
IYS7dABZahKOHwdnjfJr,"Residencial Las Madres entrega 575 viviendas en Managua",Nacionales,REPORTAJE,94,true,1,0,449,2026-05-30T22:25:35.002Z,0,0,0
y251TlGDTa5BVIM18QGE,"Turistas extranjeros comparten sus viajes en Nicaragua",Nacionales,REPORTAJE,90,true,1,0,678,2026-05-30T20:43:15.389Z,0,0,0
1HmobwfngxeXoUofqosD,"Primeros bebés del Día de las Madres nacen en hospitales de Managua",Nacionales,REPORTAJE,92,true,1,0,572,2026-05-30T16:51:44.016Z,0,0,0
mpU9oJImLDYi8lWhziII,"Neumonía, enfermedades cardíacas y dengue figuran en Nicaragua",Nacionales,INVESTIGACION,100,true,1,0,975,2026-05-30T06:30:20.540Z,0,0,0
fIgt55qqhg6ysMQHEsl4,"Joao Fonseca elimina a Djokovic y avanza a octavos en Roland…",Deportes,REPORTAJE,92,true,1,0,747,2026-05-30T05:58:09.853Z,0,0,0
C1UJ83ospxOXOtNGLwgr,"Cuatro obreros afectados en accidentes laborales en Nicaragua",Sucesos,REPORTAJE,94,true,1,0,447,2026-05-30T05:35:10.496Z,0,0,0
kJZTSfqmUGHJKA8SFaE8,"Julieta Venegas interpreta himno cultural del Mundial 2026",Internacionales,REPORTAJE,88,false,0,1,378,2026-05-30T03:21:38.937Z,0,0,0
ksmI7JomnHgJB6NKcA71,"Yadel reúne a más de 30 mil personas en Managua",Espectáculos,REPORTAJE,94,true,1,0,503,2026-05-30T02:06:08.428Z,0,0,0
gXTkMry6uueR9BxXcTdF,"Dos afectados tras naufragio de panga en Krukira",Sucesos,INVESTIGACION,100,true,1,0,719,2026-05-29T17:29:21.711Z,0,0,0
FpUdWXERRhgbU6ZD7bKI,"Fuertes lluvias provocan inundaciones y suspenden tráfico en…",Nacionales,REPORTAJE,96,true,1,0,764,2026-05-29T16:20:07.912Z,0,0,0
BU0PX0EqHO5ewLCH7Coo,"Un afectado y un personas afectado en accidente laboral en…",Sucesos,REPORTAJE,94,true,1,0,364,2026-05-28T21:49:43.624Z,0,0,0
alp8j7Y2UGGLK10hA47o,"Brigada médica realiza cirugía cardíacas gratuitas en hospital…",Nacionales,REPORTAJE,98,true,1,0,767,2026-05-28T20:44:02.706Z,0,0,0
V1GsdHFZ0SdE2KAimfzx,"Béisbol internacional: Nicaragua se alista para retos de 2026",Deportes,REPORTAJE,94,true,1,0,671,2026-05-27T18:28:15.661Z,0,0,0
yAxGbreJ4sa3sd2iT6XI,"Megahospitales transformarán la atención médica en Nicaragua",Nacionales,REPORTAJE,90,true,1,0,773,2026-05-27T17:59:52.497Z,0,0,0
u0Lgb7PgJ9XVT67Za5Ov,"KFC abre operaciones en Carretera a Masaya, Managua",Nacionales,REPORTAJE,92,true,1,0,559,2026-05-27T16:39:55.266Z,0,0,0
HBaAK77yqswYn3uCf7al,"Toy Story 5 llega a Nicaragua con Woody y Buzz en la era digital",Espectáculos,REPORTAJE,92,true,1,0,948,2026-05-27T16:18:21.960Z,0,0,0
jIPhozTQrWC0dkqVykK4,"Déficit de lluvias por El Niño afecta al Corredor Seco",Nacionales,INVESTIGACION,94,true,1,0,636,2026-05-27T15:32:51.191Z,0,0,0
vvWJAwyV8adECw3IGqdy,"Netflix, Max y Disney+ dominan streaming en Nicaragua",Tecnología,REPORTAJE,88,false,0,1,649,2026-05-27T05:20:04.403Z,0,0,0
ofPopYZtZAK0eb0L5rPB,"TikTok supera 1,44 millones de usuarios en Nicaragua",Nacionales,INVESTIGACION,94,true,1,0,647,2026-05-27T04:51:14.165Z,0,0,0
0gGqzH1RBUeVTGHWkuvl,"Cinco afectados en accidentes viales en Managua y regiones",Sucesos,REPORTAJE,92,true,1,0,439,2026-05-25T22:23:55.010Z,0,0,0
IFvH1F0YUbgz55E853jj,"Comercios esperan alta actividad por Día de las Madres en…",Nacionales,REPORTAJE,90,true,1,0,806,2026-05-24T18:48:43.226Z,0,0,0
U3K2REamwdCUoxFRermC,"Bluefields celebra el Palo de Mayo con música y tradición…",Nacionales,REPORTAJE,98,true,1,0,735,2026-05-24T18:13:41.190Z,0,0,0
8eSX6XxOPVJbh9ILZ5ZS,"Arquitectura C++ y Direct3D para diagnóstico de sistemas PC",Tecnología,INVESTIGACION,98,true,1,0,666,2026-05-24T18:01:56.330Z,0,0,0
ASk1oDEiDQXOAlP3JYAT,"Sandboarding en Cerro Negro conquista redes y atrae turistas a…",Nacionales,REPORTAJE,96,true,1,0,798,2026-05-24T03:11:04.645Z,0,0,0
v0gwsceiaZQeNSLPHmee,"Nicaragüenses resultan afectados en hechos graves registrados…",Internacionales,INVESTIGACION,90,true,1,0,632,2026-05-23T21:44:19.929Z,0,0,0
qhlHd01R4IC9TDdMx0re,"Gobierno declara feriado nacional el 30 de mayo en Nicaragua",Nacionales,REPORTAJE,90,true,1,0,659,2026-05-23T17:11:13.027Z,0,0,0
gaCpaA49whA70rqyWBow,"Modernizan aeropuerto de Bluefields con inversión de US$10…",Nacionales,REPORTAJE,92,true,1,0,771,2026-05-23T16:53:19.853Z,0,0,0
22ZHhDUSpI6CrpwIYkZ9,"Samsung lanza One UI 9 y Android 17: lista de dispositivos",Tecnología,INVESTIGACION,94,true,1,0,655,2026-05-22T14:53:20.583Z,0,0,0
o0Hd8UJZe7IhZN2zwj2g,"Ébola avanza en Congo mientras violencia frena respuesta médica",Internacionales,REPORTAJE,100,true,1,0,780,2026-05-22T14:32:00.021Z,0,0,0
pMXu8KvKsz9gJzg0U9bf,"Béisbol sigue siendo deporte favorito de nicaragüenses en 2026",Deportes,REPORTAJE,92,true,1,0,862,2026-05-21T21:39:48.916Z,0,0,0
sH5OCUULzSvZFhRcHXzb,"Cinco agentes fallecen en operativo en Honduras",Internacionales,INVESTIGACION,88,false,0,1,608,2026-05-21T21:02:13.222Z,0,0,0
0tmiH8fXJTVXNmiM0W5U,"Cuatro nicaragüenses resultan afectados en Costa Rica, El…",Internacionales,INVESTIGACION,94,true,1,0,642,2026-05-21T20:36:26.199Z,0,0,0
36WzKkoqnN6ITtamp2BY,"Documentos para tramitar el récord policial en Nicaragua",Nacionales,REPORTAJE,96,true,1,0,612,2026-05-21T19:07:13.034Z,0,0,0
q3QgspnxFL9buTcqe9Pm,"85 familias de Nagarote recibirán viviendas este 22 de mayo",Nacionales,REPORTAJE,92,true,1,0,780,2026-05-19T18:07:16.884Z,0,0,0
F4UddilPobcIjIkZ1e55,"Escolta de ULTRAVAL enfrenta juicio por robo en Managua",Sucesos,REPORTAJE,78,false,0,1,718,2026-05-19T17:59:13.011Z,0,0,0
9gLUPHxK05lGgwNE1URy,"KFC Nicaragua 2026: Apertura en Managua, menú confirmado",Nacionales,INVESTIGACION,94,true,1,0,705,2026-05-16T18:28:52.027Z,0,0,0
whZtPKLBjDEcFUzZrkXv,"Inaugurarán Hospital Pediátrico Las Segovias en Estelí este 18",Nacionales,INVESTIGACION,94,true,1,0,709,2026-05-16T17:20:58.253Z,0,0,0
KXMHQ85cLbSZpXMx3eQm,"Turismo en Nicaragua crece 11% en primer trimestre de 2026",Nacionales,REPORTAJE,92,true,1,0,625,2026-05-16T16:42:09.691Z,0,0,0
AsS8nr5I1Sn8F0H27O2n,"Metal Sonic se integra oficialmente a la película Sonic 4",Espectáculos,REPORTAJE,94,true,1,0,1266,2026-05-15T22:02:08.201Z,0,0,0
Urfp4nwfKtnSM5Nxe3ZD,"Hospital Bertha Calderón ejecuta con éxito cirugía fetal",Nacionales,INVESTIGACION,98,true,1,0,1014,2026-05-15T21:38:05.068Z,0,0,0
ku8tzMdLM3030JgD5B8K,"Mirador San Francisco de Asís dinamiza turismo en Carretera Norte",Nacionales,INVESTIGACION,92,true,1,0,1296,2026-05-15T21:17:29.722Z,0,0,0
iowQzBgiwSPPXCC4EsJD,"Cómo sacar y apostillar récord policial de Nicaragua",Nacionales,INVESTIGACION,96,true,1,0,685,2026-05-15T20:04:55.917Z,0,0,0
